debido,causa
03 HERIDAS PERFORANTES EN CABEZA. 04 HERIDAS PENETRANTES EN CABEZA. 01 HERIDA PERFORANTE CERVICO MENTONIANA. POR PAF.,SIN REGISTRO
01 HERIDA PENETRANTE TORACO ABDOMINAL. 02 HERIDAS PERFORANTES TORACO CERVICALES. 01 HERIDA PENETRANTE EN CABEZA. 01 HERIDA PENETRANTE EN REGION ESCAPULAR. 01 HERIDA PENETRANTE EN ABDOMEN POR PAF.,SIN REGISTRO
HERIDAS POR PAF EN REGIÓN LUMBAR IZQUIERDA,SIN REGISTRO
TRAUMATISMO TORACO ABDOMINAL ABIERTO SEVERO POR PAF,SIN REGISTRO
MULTIPLES HERIDAS PERFORANTES POR PAF.,SIN REGISTRO
TRAUMATISMO HEMITORAX IZQUIERDO ABIERTO POR PAF,SIN REGISTRO
TRAUMA TRANSFIXIANTE EN CRANEO POR PAF,SIN REGISTRO
TRAUMATISMO CERVICO TORAXICO Y ABDOMINAL DE TIPO PENTRANTE Y PERFORANTE POR PAF,SIN REGISTRO
HERIDAS PENETRANTES 02 EN CABEZA 01 Y REGIÓN CERVICOFACIAL 01 POR PAF,SIN REGISTRO
DISPAROS POR PAF,SIN REGISTRO
TRAUMATISMO PERFORANTE TORACOABDOMINAL POR PAF,SIN REGISTRO
01 HERIDA PERFORANTE ABDOMINO TORAXICA. 01 HERIDA PENETRANTE TORAXICA. 02 HERIDAS PERFORANTES TORAXICAS. 01 HERIDA PERFORANTE LABIO MENTONIANA. POR PAF.,SIN REGISTRO
HERIDA EN VCABEZA POR PAF,SIN REGISTRO
HERIDA PENETRANTE EN TORAX POR PAF A CORTA DISTANCIA.,SIN REGISTRO
HERIDAS PENETRANTES POR PAF EN CABEZA,SIN REGISTRO
01 HERIDA PENETRANTE TORAXICA. 01 HERIDA PENETRANTE ABDOMINAL. 01 HERIDA PERFORANTE EN ANTEBRAZO DERECHO POR PAF.,SIN REGISTRO
HERIDA PERFORANTE POR PAF EN MACIZO FACIAL,SIN REGISTRO
TRAUMATISMO FACIAL ABIERTO POR PAF,SIN REGISTRO
TRAUMATIMOS TORAXICO POR PAF,SIN REGISTRO
HERIDA PENETRANTE EN TORAX POR PAF UNICO A CORTA DISTANCIA - POLICONTUSO.,SIN REGISTRO
TRAUMA TORAXICO PERFORANTE POR PAF,SIN REGISTRO
TRES HERIDAS PENETRANTYES EN CABEZA. 01 HWERIDA PENETRANTE CEFALO TORAXICA. 01 HERIDA PERFORANTE EN BRAZO IZQUIERDO. POR PAF,SIN REGISTRO
TRAUMATISMO CRANEO-MAXILO FACIAL POR PAF,SIN REGISTRO
LESIÓN PERFOTANTE POR PAF EN PULMON IZQUIERDO Y LESIÓN VASCULAR,SIN REGISTRO
FRACTURA DE BASE DE CRANEO POR PAF,SIN REGISTRO
TRES HERIDAS DE CURSO PERFORANTE EN REGION CEFALICA Y CERVICAL POR PAF,SIN REGISTRO
01 HERIDA PERFORANTE EN ANTEBRAZO DERECHO CON REINGRESO PENETRANTE ABDOMINO TORAXICO. POR PAF.,SIN REGISTRO
TRAUAMTISMO ABDOMINAL POR PAF.,SIN REGISTRO
HERIDAS POR PAF 01 PERFORANTE EN REGIÓN CERVICAL Y 01 PENETRANTE EN REGIÓN CERVICOFACIAL,SIN REGISTRO
TRAUMATISMO FACIAL POR PAF,SIN REGISTRO
TRAUMA ABDOMINAL ABIERTO POR PAF.,SIN REGISTRO
UNA HERIDA DE CURSO PERFORANTE EN REGION TORAXICA POR PAF,SIN REGISTRO
TRAUMATISMO ENCEFALO CRANEANO SEVERO PENETRANTE POR PAF,SIN REGISTRO
TRAUMA TORAXICO PENETRANTE POR PAF,SIN REGISTRO
HERIDAS POR PAF EN CUELLO TÓRAX ABDOMEN Y PELVIS,SIN REGISTRO
LESIÓN POR PAF EN HIGADO Y PULMON,SIN REGISTRO
HERIDA PERFORANTE POR PAF EN CUELLO Y HEMITORAX IZQUERDDO,SIN REGISTRO
HERIDAS PERFORANTES Y PENETRANTES EN REGION DE CUELLO CAVIDAD TORACICA Y ABDOMINAL POR PAF.,SIN REGISTRO
TRAUMATISMO TORACICOABDOMINAL ABIERTO POR PAF,SIN REGISTRO
01 HERIDA PENETRANTE TORAXICA. 01 HERIDA PERFORANTE EN CUERO CABELLUDO POR PAF.,SIN REGISTRO
TRAUMA TÓRACICO GRAVE. POR PAF.,SIN REGISTRO
01 HERIDA PERFORANTE BRAQUIO TORACO ABDOMINAL. 01 HERIDA PENETRANTE TORACO ABDOMINAL POR PAF.,SIN REGISTRO
TRAUMATISMO ENCÉFALO CRANEANO SEVERO PERFORANTE POR PAF,SIN REGISTRO
TRAUMA TORACOABDOMINAL SEVERO PERFORANTE POR PAF,SIN REGISTRO
HERIDAS POR PAF EN REGION TORAXICA IZQUIERDA Y DERECHA,SIN REGISTRO
TRAUMATISMO ENCELAFOCRANEANO Y TRAUMATISMO ABDOMINAL ABIERTO POR PAF,SIN REGISTRO
HERIDAS PERFORANTES MULTIPLES POR PAF,SIN REGISTRO
TRAUMATISMO TORACOABDOMINAL ABIERTO POR PAF.,SIN REGISTRO
TRAUMA TORAXICO SEVERO PERFORANTE POR PAF,SIN REGISTRO
LEISON POR PAF,SIN REGISTRO
TRAUMATISMO ENCÉFALO CRANEANO SEVERO PENETRANTE POR PAF,SIN REGISTRO
HERIDAS MULTIPLES POR PAF EN ABDOMEN Y TORAX,SIN REGISTRO
HERIDA PERFORANTE TORACO ABDOMINAL POR PAF,SIN REGISTRO
CUATRO HERIDAS PERFORANTES Y CUATRO HERIDAS PENETRANTES POR PAF,SIN REGISTRO
TRAUMATISMO TORACICO CERRADO X PAF,SIN REGISTRO
POLITRAUMATISMO X PAF,SIN REGISTRO
TEC SEVERO PAF,SIN REGISTRO
HERIDAS PERFORO CONTUSAS EN TORAX POR PAF,SIN REGISTRO
DOS HERIDAS PENETRANTES EN REGION TORACOABDOMINAL POR PAF,SIN REGISTRO
HERIDAS POR PAF EN CABEZA CUELLO TORAX ABDOMEN PELVIS Y MUSLO IZQUIERDO,SIN REGISTRO
TRAUMATISMO CRANEOENCEFALICO Y TORACICO ABIERTO POR PAF,SIN REGISTRO
HERIDAS PERFORANTES POR PAF EN PULMON,SIN REGISTRO
TRAUMA TRANSFUERANTE POR PAF,SIN REGISTRO
TEC SEVERO POR PAF,SIN REGISTRO
TRAUMATISMO MULTIPLE ABIERTO POR HERIDA PENETRANTE Y PERMANENTE POR PAF,SIN REGISTRO
FRACTURAS EN BASE CRANEO POR PAF,SIN REGISTRO
01 HERIDA PERFORANTE TORACO ABDOMINAL. 01 HERIDA PERFORANTE ABDOMINAL. 01 HERIDA PERFORANTE ABDOMINO PELVIANA. POR PAF.,SIN REGISTRO
LESIONES OCASIONADAS POR PAF,SIN REGISTRO
DISPARO DE PROYECTIL DE PAF,SIN REGISTRO
HERIDAS PERFORANTES Y PENETRANTES EN LA SUPERFICIE CORPORAL POR PAF.,SIN REGISTRO
HERIDAS EN TÓRAX ANTEBRAZO IZQUIERDO EXTREMIDADES INFERIORES POR PAF,SIN REGISTRO
HERIDA PENETRANTE POR PAF EN REGION LUMBAR DERECHA,SIN REGISTRO
UNA HERIDA PERFORANTE DE CRANEO POR PAF,SIN REGISTRO
HERIDA PERFORANTE Y PENETRANTE POR PAF,SIN REGISTRO
TEC SERVERO POR PAF,SIN REGISTRO
HERIDAS POR PAF EN CABEZA ABDOMEN MIEMBRO SUPERIOR IZQUIERDO Y MANO DERECHA,SIN REGISTRO
TRAUMAYISMO MULTIPLE POR PAF,SIN REGISTRO
01 HERIDA PERFORANTE TORAXICA. 01 HERIDA PERFORANTE ABDOMINAL. 01 HERIDA PENETRANTE ABDOMINO PELVIANA. 01 HERIDA PERFORANTE EN MANO IZQUIERDA. POR PAF.,SIN REGISTRO
DISPATOS POR PAF,SIN REGISTRO
LESION OCASIONADA POR PAF,SIN REGISTRO
HERIDA PERFORANTE OCACIONADA POR PAF,SIN REGISTRO
DISFRACES POR PAF,SIN REGISTRO
01 HERIDA PERFORANTE CEFALO FACIAL. 01 HERIDA PERFORANTE FACIAL. POR PAF.,SIN REGISTRO
HERIDAS POR PAF EN TORAX Y MUSLO DERECHO,SIN REGISTRO
HERIDAS PENETRANTES EN PELVIS - EXTREMIDAD INFERIOR IZQUIERDA POR PAF. HERIDAS PERFORANTES EN EXTREMIDADES SUPERIORES POR PAF,SIN REGISTRO
01 HERIDA PERFORASNTE EN CABEZA. 01 HERIDA PENETRANTE CERVICAL. POR PAF.,SIN REGISTRO
HERIDAS PERFORANTES Y PENETRANTES POR PAF.,SIN REGISTRO
TEC GRAVE POR PAF DISPARADO EN CARA,SIN REGISTRO
TRAUMATISMO TORACIO ABIERTO POR PAF,SIN REGISTRO
TRAUMATISMO CORPORAL MULTIPLE POR PAF 03 PERFORANTES,SIN REGISTRO
HERIDAS CONTUSAS POR PROYECTIL DE ARMA DE FUEGO - PAF - EN CABEZA TÓRAX ABDOMEN EXTREMIDAD INFERIOR DERECHA,SIN REGISTRO
HERIDAS PENETRANTES EN CUELLO Y TÓRAX Y PERFORANTE EN MUSLO DERECHO POR PAF,SIN REGISTRO
HERIDAS CONTUSAS POR PROYECTIL DE ARMA DE FUEGO - PAF EN CABEZA EN TÓRAX EN EXTREMIDAD SUPERIOR IZQUIERDA.,SIN REGISTRO
TRAUMATISMO PERFORANTE DE TORAX Y ABDOMEN POR PAF PROYECTIL DE ARMA DE FUEGO,SIN REGISTRO
FRACTURA DE CRANEO POR PAF,SIN REGISTRO
HERIDAS CONTUSAS POR PAF EN CRANEO 01 PENETRANTE - EN PARED ABDOMINAL ANTERIOR 01 PERFORANTE,SIN REGISTRO
HERIDAS PERFORANTES TORACO ABDOMINALES POR PROYECTIL DE ARMA DE FUEGO TIPO BALA.,SIN REGISTRO
TRAUMATISMO TORACICO PENETRANTE POR PAF TIPO UNIPROYECTIL,SIN REGISTRO
HERIDAS POR PAF EN CABEZA CUELLO TORAX ABDOMEN Y MIEMBROS SUPERIORES,SIN REGISTRO
LESION DE HIGADO Y PULMONES POR PAF,SIN REGISTRO
01 HERIDA PENETRANTE EN CABEZA. 01 HERIDA PANETRANTE CEFALO CERVICAL POR PAF.,SIN REGISTRO
HERIDA PERFORANTE POR PAF EN ANTEBRAZO IZQUIERDO Y HERIDA PENETRANTE POR PAF EN ABDOMEN,SIN REGISTRO
HERIDAS PENETRANTES POR PAF EN TORAX Y ABDOMEN,SIN REGISTRO
MULTIPLES HERIDAS PENETRANTES Y PERFORANTE POR PAF EN CABEZA MIEMBROS Y ABDOMEN,SIN REGISTRO
LESION PERFORANTE POR PAF EN CORAZON Y PULMON IZQUIERDO,SIN REGISTRO
TRAUMATISMO ENCÉFALOCRANEANO ABIERTO POR PAF,SIN REGISTRO
TRAUMATISMO ABDOMINOPÉLVICO ABIERTO POR PAF,SIN REGISTRO
HERIDA CONTUSA PERFORANTE POR PAF EN CABEZA 01,SIN REGISTRO
HERIDAS CONTUSAS POR PAF - PENETRANTES CABEZA 01 TÓRAX 01,SIN REGISTRO
HERIDAS POR PAF EN EL TÓRAX,SIN REGISTRO
TRAUMATISMO CORPORAL MÚLTIPLE POR PAF - 03 PENETRANTES - 01 PERFORANTE,SIN REGISTRO
HERIDAS POR PAF EN CABEZA CUELLO TORAX ABDOMEN MIEMBRO SUPERIOR DERECHO Y MUSLO IZQUIERDO,SIN REGISTRO
TRAUMATISMO CRÁNEO FACIAL DE TIPO PENETRANTE 01 POR PAF,SIN REGISTRO
UNA HERIDA PERFORANTE POR PAF EN CUELLO,SIN REGISTRO
1 HERIDA PERFORANTE Y 1 HERIDA PENETRANTE POR PAF ABDOMINO TORAXICA 1 PENETRANTE POR PAF EN PELVIS 1 PENETRANTE POR PAF EN MUSLO IZQUIERDO Y 1 PERFORANTE POR PAF EN BRAZO IZQUIERDO,SIN REGISTRO
HERIDA PERFORANTE EN CAVIDAD TORACICA POR PAF,SIN REGISTRO
TRAUMATISMO CRANEOENCEFÁLICO Y TORÁCICO ABIERTO POR PAF,SIN REGISTRO
HERIDA PENETRANTE EN TORAX POR PAF 01,SIN REGISTRO
HERIDAS POR PAF EN CABEZA Y PELVIS,SIN REGISTRO
HERIDAS POR PAF EN TORAX ABDOMEN Y PELVIS,SIN REGISTRO
UNA HERIDA PERFORANTE POR PAF EN TÓRAX Y UNA HERIDA PERFORANTE POR PAF TORACOABDOMINAL,SIN REGISTRO
HERIDA PENETRANTE EN LA CABEZA POR PROYECTIL DE ARMA DE FUEGO TIPO BALA.,SIN REGISTRO
7 HERIDAS PERFORANTES POR PAF EN TORAX 1 HERIDA PENETRANTE POR PAF EN MIEMBRO SUPERIOR DERECHO 1 HERIDA PERFORANTE POR PAF EN CUELLO,SIN REGISTRO
TRAUMATISMO CARNEOENCEFALICO POR PAF,SIN REGISTRO
HERIDAS POR PAF EN CABEZA CUELLO ABDOMEN Y BRAZO DERECHO,SIN REGISTRO
TRAUMATISMO CORPORAL MULTIPLE POR PAF 01 PENETRANTE,SIN REGISTRO
HERIDAS PERFORANTES POR PAF TORACO ABDOMINALES,SIN REGISTRO
01 HERIDA PERFORANTE TORACO CERVICAL POR PAF.,SIN REGISTRO
HERIDA PERFORANTE POR PAF ABDOMINO TORAXICO,SIN REGISTRO
POLITRAUMATISMO ABIERTO POR PAF,SIN REGISTRO
TRAUMATISMO ENCEFALO CRANEANO GRAVE POR PAF TIPO UNIPROYECTIL,SIN REGISTRO
01 HERIDA PENETRANTE POR PAF ABDOMINO TORAXICA Y 01 HERIDA PERFORANTE POR PAF EN TORAX,SIN REGISTRO
-1- HERIDA PERFORANTE POR PAF EN CABEZA -01- HERIDA PERFORANTE POR PAF EN TÓRAX Y -01- HERIDA PENETRANTE POR PAF EN TÓRACO ABDOMINAL,SIN REGISTRO
HERIDAS POR PAF EN TORAX ABDOMEN Y MIEMBROS SUPERIORES,SIN REGISTRO
POLITRAUMATISMO PENETRANTE DE TORAX POR PAF TIPO UNIPROYECTIL,SIN REGISTRO
TRAUMATISMO TÓRACO ABDOMINAL ABIERTO POR PAF TRES PENETRANTES - UNA PERFORANTE,SIN REGISTRO
HERIDA POR PAF EN MACIZO FACIAL,SIN REGISTRO
TRAUMATISMO TORACICO ABIERTO PERFORANTE POR PAF,SIN REGISTRO
01 HERIDA PENETRANTE POR PAF TORACOABDOMINAL 01 HERIDA PENETRANTE POR PAF EN CARA 2 HERIDAS PERFORANTES POR PAF EN CARA,SIN REGISTRO
HERIDA PERFORANTE Y PENETRANTE EN CABEZA POR PAF,SIN REGISTRO
HERIDAS POR PAF EN CABEZA TORAX ABDOMEN Y MIEMBROS SUPERIORES,SIN REGISTRO
HERIDA PENETRANTE POR PAF EN TORAX Y ABDOMEN,SIN REGISTRO
HERIDAS POR PAF EN TORAX Y MIEMBRO SUPERIOR DERECHO,SIN REGISTRO
TRAUMATISMO CORPORAL MÚLTIPLE POR PAF 03 PENETRANTES,SIN REGISTRO
HERIDA PERFORANTE POR PAF EN HEMITORAX IZQUIERDO,SIN REGISTRO
FRACTURA VERTEBRA CERVICAL Y LESION MEDULAR POR PAF,SIN REGISTRO
HERIDAS POR PAF EN TORAX ABDOMEN PELVIS MIEMBROS SUPERIORES Y MIEMBROS INFERIORES,SIN REGISTRO
3 HERIDAS PENETRANTES POR PAF EN REGIÓN TORAXICA 5 HERIDAS PENETRANTES POR PAF EN REGIÓN ABDOMINO PELVIANA Y UNA HERIDA PERFORANTE POR PAF ABDOMINO TORÁXICA,SIN REGISTRO
HERIDA PERFORANTE POR PAF EN TÓRAX Y ABDOMEN,SIN REGISTRO
FRACTURAS SEGMENTADAS DE BASE DE CRANEO POR PAF,SIN REGISTRO
HERIDA PENETRANTE POR PAF EN CRANEO,SIN REGISTRO
HERIDAS POR PAF EN CUELLO TÓRAX ABDOMEN Y MIEMBRO SUPERIOR IZQUIERDO,SIN REGISTRO
HERIDAS POR PAF EN CUELLO TORAX ABDOMEN PELVIS Y MIEMBROS SUPERIORES,SIN REGISTRO
PERFORACION CARDIACA Y PULMONAR POR PAF,SIN REGISTRO
TRAUMATISMO CRANEOENCEFALICO GRAVE POR PROYECTIL DE ARMA DE FUEGO PAF,SIN REGISTRO
HERIDAS POR PAF EN TORAX Y BRAZO IZQUIERDO,SIN REGISTRO
TRAUMATISMO CORPORAL MÚLTIPLE POR PAF 02 PENETRANTES,SIN REGISTRO
HERIDAS CONTUSAS POR PAF PERFORANTES EN TÓRAX - ABDOMEN - EXTREMIDAD SUPERIOR IZQUIERDA E INFERIOR IZQUIERDA,SIN REGISTRO
HERIDA PENETRANTE Y PERFORANTE DE TORAX POR PAF,SIN REGISTRO
HERIDAS POR PAF EN TÓRAX ABDOMEN PELVIS MIEMBROS SUPERIORES Y MIEMBROS INFERIORES,SIN REGISTRO
TRAUMATISMO TORACICO Y CERVICAL ABIERTO POR PAF,SIN REGISTRO
TRAUMATISMO OCASIONADOS POR PAF,SIN REGISTRO
TRAMAUTISMO CRANEO ENCEFALICO ABIERTO POR PAF,SIN REGISTRO
TRAUMATISMO CRANEOENCEFALICO ABIERTO X PAF,SIN REGISTRO
TRAUMATISMO PERFORANTE ABIERTO Y PAF,SIN REGISTRO
HERIDAS MULTIPLES POR PAF EN CABEZA Y TORAX,SIN REGISTRO
HERIDA PERFORANTE POR PAF TORAX,SIN REGISTRO
HERIDA PERFORANTE TORACICA POR PAF,SIN REGISTRO
HERIDAS MULTIPLES EN CABEZA POR PAF,SIN REGISTRO
POLITRAUMATISMO SEVERO X PAF,SIN REGISTRO
DISPARO DE PROYECTIL POR PAF,SIN REGISTRO
MULTIPLES HERIDAS POR PAF,SIN REGISTRO
MUERTE POR PAF,SIN REGISTRO
01 HERIDA PENETRANTE POR PAF ABDOMINO PELVIANA,SIN REGISTRO
TRAUAMTISMO TORACICO ABIERTO POR PAF,SIN REGISTRO
HERIDO EN TORAC POR PAF,SIN REGISTRO
HERIDA PENETRANTE DE CARA POR PAF,SIN REGISTRO
HERIDAS POR PAF EN CABEZA CUELLO TORAX ABDOMEN PELVIS HUMERO DERECHO Y RADIO IZQUIERDO,SIN REGISTRO
HERIDA PENETRANTE EN TORAX(01) Y TORAXCUELLO Y HOMBRO DERECHO(01) Y HERIDA PERFORANTE EN TORAX Y AXILA DERECHA(01) ANTEBRAZO DERECHO(01) Y BRAZO Y HOMBRO DERECHO (01) POR PAF,SIN REGISTRO
HERIDA DE TORAX POR PAF,SIN REGISTRO
HERIDA PERFORANTE EN REGION CEFALICA POR PAF,SIN REGISTRO
HERIDA POR PAF EN CABEZA Y PELVIS,SIN REGISTRO
HERIDAS PENETRANTES Y PERFORANTES EN EL CUERPO POR PAF,SIN REGISTRO
HERIDA POR PAF EN LA CABEZA,SIN REGISTRO
3 HERIDAS PERFORANTES Y 1 PENETRANTE POR PAF EN TORAX Y 2 HERIDAS PERFONATES POR PAF EN ABDOMEN,SIN REGISTRO
HERIDAS POR PAF EN CABEZA CUELLO TORAX Y MIEMBROS SUPERIORES,SIN REGISTRO
HERIDA DE TIPO PERFORANTE EN REGION PELVICA ABDOMINAL POR PAF,SIN REGISTRO
HERIDAS PENETRANTES POR PAF(1) EN TORAX Y (1) ABDOMEN,SIN REGISTRO
2 HERIDAS PERFORANTES EN CABEZA POR PAF,SIN REGISTRO
4 HERIDAS PERFORANTES Y 2 PENETRANTES POR PAF EN ABDOMEN Y TORAX,SIN REGISTRO
HERIDAS POR PAF EN CABEZA CUELLOTORAXABDOMENPELVIS MIEMBROS SUPERIORES Y MIEMBRES INFERIORES,SIN REGISTRO
HERIDAS POR PAF EN CABEZA CUELLO TORAX ABDOMEN. BRAZO IZQUIERDO Y MUSLO IZQUIERDO.,SIN REGISTRO
HERIDA POR PAF EN ABDOMEN Y PELVIS.,SIN REGISTRO
HERIDAS POR PAF ARMA BLANCA,SIN REGISTRO
HERIDA PERFORANTE POR PAF EN CABEZA.,SIN REGISTRO
TRAUMATISMO CRANEOENCEFÀLICO ABIERTO POR HERIDA PENETRANTE POR PAF,SIN REGISTRO
TRAUMATISMO TORACOABDOMINAL ABIERTO POR HERIDAS P ERFORANTES POR PROYECTIL DE ARMA DE FUEGO PAF,SIN REGISTRO
TRAUMA TORÁCICO ABIERTO POR PAF.,SIN REGISTRO
TRAUMA FACIAL POR PAF,SIN REGISTRO
HERIDA CONTUSO PENETRANTE EN CABEZA POR PAF.,SIN REGISTRO
01 HERIDA PENETRANTE EN CABEZA. 01 HERIDA PENETRANTE EN CUELLO. 01 HERIDA PENETRANTE TORACO BRAQUIAL. POR PAF.,SIN REGISTRO
TRAUMATISMO CERVICOTORÁXICO PERFORANTE POR PAF ÚNICO.,SIN REGISTRO
TRAUMATISMO TORACOABDOMINAL PERFORANTE POR PAF ÚNICOS.,SIN REGISTRO
HERIDA PERFORANTE POR UN PAF EN TÓRAX,SIN REGISTRO
DOS HERIDAS PENETRANTES POR DOS IMPACTOS DE PAF EN TÓRAX Y ABDOMEN,SIN REGISTRO
01 HERIDA PERFORANTE POR PAF EN TÓRAX. 03 HERIDAS PENETRANTES POR PAF EN TÓRAX,SIN REGISTRO
HERIDA DE BALA-CABEZA-POR PROYECTIL DE ARMA DE FUEGO,SIN REGISTRO
HERIDA PENETRANTE EN TORAX POSTERIOR POR PAF,SIN REGISTRO
HERIDA DE BALA - CABEZA - POR PROYECTIL DE ARMA DE FUEGO,SIN REGISTRO
MULTIPLES HERIDAS DE CURSO PERFORANTES Y PENETRANTES EN LA SUPERFICIE CORPORAL POR PAF.,SIN REGISTRO
01 HERIDA PERFORANTE EN CUERO CABELLUDO. 01 HERIDA PENETRANTE CEFALO CERVICAL. 01 HERIDA PERFORANTE TORAXICA 01 HERIDA PENETRANTE TORAXICA. 01 HERIDA PERFORANTE EN CUERO CABELLUDO CON REINGREDSO PENETRANTE EN TORAX.POR PAF.,SIN REGISTRO
01 HERIDA TORACO CERVICAL CON REINGRESO PENETRANTE CERVICO CRANEAL. 03 HERIDAS PERFORANTES EN MIEMBRO INFERIOR DERECHO. 01 HERIDA PENETRANTE INGUINAL IZQUIERDA POR PAF,SIN REGISTRO
TRAUMATISMO TORACO ABDOMINAL MIXTO POR PAF,SIN REGISTRO
TRAUMATISMO PERFORANTE EN CRANEO POR PAF,SIN REGISTRO
02 HERIDAS PENETRANTES EN CABEZA. 02 HERIDAS PENETRANTES CERVICO TORAXICAS. 02 HERIDAS PERFORANTES TORAXICAS POR PAF,SIN REGISTRO
TRAUMATISMOS MULTIPLES POR HERIDAS PERFORANTES Y PENETRANTES POR PROYECTIL DE ARMA DE FUEGO PAF.,SIN REGISTRO
01 HERIDA PERFORANTE TORACO ABDOMINAL. 01 HERIDA PERFORANTE EN CABEZA POR PAF.,SIN REGISTRO
TRAUMATISMO TORACOABDOMINAL ABIERTO POR HERIDA PENENTRANTE POR PAF,SIN REGISTRO
TRAUMATISMO TORAXICO ABIERTO POR PAF PERCUTADO MAS TRAUMATISMO BRAQUIAL DERECHO POR PAF PERCUTADO,SIN REGISTRO
TRAUMATISMO MÚLTIPLE ABIERTO POR HERIDAS PENETRANTES Y PERFORANTE POR PAF,SIN REGISTRO
02 HERIDAS PENETRANTES EN CABEZA. 01 HERIDA PERFORANTE CERVICAL. 01 HERIDA PENETRANTE TORAXICA. 01 HERIDA PERFORANTE TORAXICA. 01 HERIDA PERFORANTE TORACO ABDOMINAL. 01 HERIDA PERFORANTE EN M.S.I. 01 HERIDA PERFORANTE EN M.S.D. POR PAF.,SIN REGISTRO
TRAUMATISMO CRANEOENCEFALICO SEVERO ABIERTO POR PAF,SIN REGISTRO
01 HERIDA PENETRANTE CEFALO CERVICAL. 02 HERIDAS PERFORANTES TORAXICAS. 01 PENETRANTE TORAXICA. 01 HERIDA PERFORANTE EN MIEMBRO SUPERIOR DERECHO X PAF,SIN REGISTRO
TRAUMATISMO TORACICO CONTUSO PENENTRANTE POR PAF,SIN REGISTRO
LESIONES POR PAF PERCUTADOTIPO MULTIPROYECTIL,SIN REGISTRO
TRAUMATISMO TORACOABDOMINAL POR PAF.,SIN REGISTRO
TRAUMATISMO CRANEOENCEFÁLICO SEVERO POR PAF,SIN REGISTRO
MULTIPLES HERIDAS PERFORANTES Y PENETRANTES POR PAF EN LA SUPERFICIE CORPORAL .,SIN REGISTRO
TRAUMATISMO TORACOABDOMINAL ABIERTO POR HERIDA PERFORANTE POR PAF,SIN REGISTRO
TEC GRAVE TRAUMA TORAXICO ABIERTO TRAUMA EXTREMIDAD INFERIOR DERECHA POR PAF PERCUTADO,SIN REGISTRO
TRAUMA ABIERTO POR PAF PERCUTADO TIPO MULTIPROYECTIL EN MIEMBRO INFERIOR DERECHO,SIN REGISTRO
LACERACIONES GRAVES POR PAFS - PERDIGONES,SIN REGISTRO
TRAUMATISMO CRANEOENCEFÁLICO ABIERTO POR HERIDA PERFOTANTE POR PAF,SIN REGISTRO
LESION TRAUMATICA POR PAF PERCUTADO- UNO-PERFORANTE EN MIEMBRO INFERIOR DERECHO,SIN REGISTRO
HERIDAS PERFORANTES POR PAF EN CRANEO,SIN REGISTRO
HERIDAS MULTIPLES POR PAF EN CABEZA Y TÓRAX,SIN REGISTRO
01 HERIDA PERFORANTE CEFALICA. 01 HERIDA PÉRFORANTE CEFALO CERVICAL. 01 HERIDA PENETRANTE CERVICO CEFALICA . 02 HERIDAS PENETRANTES TORAXICAS. POR PAF.,SIN REGISTRO
MULTIPLES HERIDAS POR PAF PERFORANTES Y PENETRANTES EN REGION TORAXICA- MIEMBRO INFERIOR -MIEMBRO SUPERIOR,SIN REGISTRO
TRAUMATISMO TORAXICO PENETRANTE POR PAF,SIN REGISTRO
TRAUMATISMO TORACICO ABDOMINALES ABIERTO POR PAF,SIN REGISTRO
SEVERO POR PAF,SIN REGISTRO
TRAUMATISMO TORACICO POR PAF Y TRAUMA VERTEBRO MEDULAR POR PAF,SIN REGISTRO
IZQUIERDO POR PAF,SIN REGISTRO
TRAUMATISMO POR PROYECTIL DE ARMA DE FUEGO PAF,SIN REGISTRO
TRAUMATISMO MULTIPLES ABIERTO POR PAF,SIN REGISTRO
CRVICAL DE PAF,SIN REGISTRO
HERIDAS TORACICA Y EN MIEMBROS POR PAF.,SIN REGISTRO
HERIDAS CRANEOTORACICAS POR PAF,SIN REGISTRO
LESION PERFORANTE EN EL TORAX POR IMPACTO DE PAF,SIN REGISTRO
HERIDA PENETRANTE POR PAF EN HEMITORAX ANTERIOR IZQUIERDO,SIN REGISTRO
TRAUMATISMO CRANEOENCEFALICO Y TORACICO ABIERTO POR HERIDAS PERFORANTES Y PENETRANTES POR PAF,SIN REGISTRO
TRAUMATISMO CRANEOENCEFALICO SEVERO ABIERTO POR HERIDAS PERFORANTES Y PENETRANTES POR PAF,SIN REGISTRO
01 HERIDA PERFORANTE.POR PAF,SIN REGISTRO
TRAUMATISMO TORACICO ABIERTO POR HERIDA PERFORANTE POR PAF,SIN REGISTRO
TRAUMATISMO TORACICO CEREBRAL ABIERTO POR PAF,SIN REGISTRO
TRAUMATISMO CRANEOENCEFALICO SEVERO ABIERTO POR HERIDAS PENETRANTES Y PERFORANTES POR PAF.,SIN REGISTRO
MULTIPLES LESIONES DE PARTES BLANDAS POR PAF,SIN REGISTRO
TRAUMATISMO CRANEO ENCEFALICO ABIERTO POR HERIDAS PENETRANTE Y PERFORANTE POR PAF,SIN REGISTRO
TRAUMATISMO PENETRANTE ABIERTO EN TORAX POR PAF,SIN REGISTRO
HERIDAS ABIERTAS PENETRANTES EN TÓRAX POR PROYECTIL DE ARMA DE FUEGO TIPO BALA.,SIN REGISTRO
TRAUMATISMO TORACICO ABDOMINAL POR PAF,SIN REGISTRO
